year,creep in (mm),creep2 in (mm),?
2004,194.881944,388.92999,0.1
2004,196.659722,389.01001,0.1
2004,198.4375,389.14001,0.1
2004,200.215278,389.23999,0.1
2004,201.993056,389.32999,0.1
2004,203.770833,389.35001,0.1
2004,205.548611,389.45999,0.1
2004,207.326389,389.56,0.1
2004,209.104167,389.66,0.1
2004,210.881944,389.67001,0.1
2004,212.659722,389.72,0.1
2004,214.4375,389.79999,0.1
2004,216.215278,389.85999,0.1
2004,217.993056,389.92999,0.1
2004,219.770833,389.95001,0.1
2004,221.548611,390.01999,0.1
2004,223.326389,390.13,0.1
2004,225.104167,390.20999,0.1
2004,226.881944,390.23999,0.1
2004,228.659722,390.28,0.1
2004,230.4375,390.38,0.1
2004,232.215278,390.47,0.1
2004,233.993056,390.54001,0.1
2004,235.770833,390.54999,0.1
2004,237.548611,390.63,0.1
2004,239.326389,390.72,0.1
2004,241.104167,390.79999,0.1
2004,242.881944,390.85001,0.1
2004,244.659722,390.91,0.1
2004,246.4375,390.98999,0.1
2004,248.215278,391.04999,0.1
2004,249.993056,391.12,0.1
2004,251.770833,391.16,0.1
2004,253.548611,391.23999,0.1
2004,255.326389,391.29999,0.1
2004,257.104167,391.32999,0.1
2004,258.881944,391.35001,0.1
2004,260.659722,391.41,0.1
2004,262.4375,391.48001,0.1
2004,264.215278,391.5,0.1
2004,265.993056,391.60999,0.1
2004,267.770833,391.67001,0.1
2004,269.548611,391.75,0.1
2004,271.326389,391.82999,0.1
2004,273.104167,393.76001,0.1
2004,274.881944,393.70001,0.1
2004,276.659722,393.72,0.1
2004,278.4375,393.81,0.1
2004,280.215278,393.85001,0.1
2004,281.993056,393.89001,0.1
2004,283.770833,393.85999,0.1
2004,285.548611,393.89001,0.1
2004,287.326389,393.98001,0.1
2004,289.104167,394.04001,0.1
2004,290.881944,394.04001,0.1
2004,292.659722,394.04999,0.1
2004,294.4375,393.91,0.1
2004,296.215278,393.89999,0.1
2004,297.993056,393.95999,0.1
2004,299.770833,393.97,0.1
2004,301.548611,394.32001,0.1
2004,303.326389,394.76999,0.1
2004,305.104167,394.91,0.1
2004,306.881944,394.97,0.1
2004,308.659722,395.04999,0.1
2004,310.4375,395.64001,0.1
2004,312.215278,395.57999,0.1
2004,314.0,395.54999,0.1
2004,315.777778,395.57001,0.1
2004,317.611111,395.64999,0.1
2004,319.395833,395.76001,0.1
2004,321.201389,395.92001,0.1
2004,322.986111,396.09,0.1
2004,324.763889,396.25,0.1
2004,326.541667,396.48001,0.1
2004,328.319444,396.67999,0.1
2004,330.097222,396.91,0.1
2004,331.875,397.12,0.1
2004,333.652778,397.29999,0.1
2004,335.430556,397.5,0.1
2004,337.208333,397.73999,0.1
2004,338.986111,397.98001,0.1
2004,340.763889,398.20999,0.1
2004,342.541667,398.44,0.1
2004,344.319444,398.60999,0.1
2004,346.097222,398.79999,0.1
2004,347.875,399.0,0.1
2004,349.652778,399.20001,0.1
2004,351.430556,399.42001,0.1
2004,353.208333,399.67001,0.1
2004,354.986111,399.92999,0.1
2004,356.763889,400.14001,0.1
2004,358.541667,400.37,0.1
2004,360.319444,400.60999,0.1
2004,362.097222,400.82999,0.1
2004,363.875,401.29001,0.1
2004,365.652778,401.63,0.1
2005,1.430556,401.85999,0.1
2005,3.208333,401.91,0.1
2005,4.986111,402.20001,0.1
2005,6.763889,402.47,0.1
2005,8.541667,402.64001,0.1
2005,10.319444,402.82999,0.1
2005,12.097222,403.07001,0.1
2005,13.875,403.47,0.1
2005,15.652778,403.79001,0.1
2005,17.430556,404.04999,0.1
2005,19.208333,404.32001,0.1
2005,20.986111,404.59,0.1
2005,22.763889,404.82001,0.1
2005,24.541667,405.07001,0.1
2005,26.319444,405.34,0.1
2005,28.097222,405.56,0.1
2005,29.875,405.85001,0.1
2005,31.652778,406.07999,0.1
2005,33.430556,406.32999,0.1
2005,35.208333,406.56,0.1
2005,36.986111,406.79999,0.1
2005,38.763889,406.98999,0.1
2005,40.541667,407.20001,0.1
2005,42.319444,407.44,0.1
2005,44.097222,407.66,0.1
2005,45.875,407.89999,0.1
2005,47.652778,407.87,0.1
2005,49.430556,408.19,0.1
2005,51.208333,408.26999,0.1
2005,52.986111,408.48999,0.1
2005,54.763889,408.79999,0.1
2005,56.541667,409.10999,0.1
2005,58.319444,409.42001,0.1
2005,60.097222,409.64999,0.1
2005,61.875,409.89999,0.1
2005,63.652778,410.12,0.1
2005,65.430556,410.37,0.1
2005,67.208333,410.63,0.1
2005,68.986111,410.92001,0.1
2005,70.763889,411.13,0.1
2005,72.541667,411.37,0.1
2005,74.319444,411.57999,0.1
2005,76.097222,411.85001,0.1
2005,77.875,412.07001,0.1
2005,79.652778,412.23999,0.1
2005,81.479167,412.35001,0.1
2005,83.256944,412.35001,0.1
2005,85.034722,412.35001,0.1
2005,86.8125,412.35001,0.1
2005,88.590278,412.39999,0.1
2005,90.368056,412.60001,0.1
2005,92.145833,412.85999,0.1
2005,93.923611,413.10001,0.1
2005,95.701389,413.31,0.1
2005,97.479167,413.57999,0.1
2005,99.256944,413.79001,0.1
2005,101.034722,414.04001,0.1
2005,102.8125,414.26001,0.1
2005,104.590278,414.45999,0.1
2005,106.368056,414.73001,0.1
2005,108.145833,415.06,0.1
2005,109.923611,415.32999,0.1
2005,111.701389,415.51999,0.1
2005,113.479167,415.79999,0.1
2005,115.256944,416.06,0.1
2005,117.034722,416.35001,0.1
2005,118.8125,416.45999,0.1
2005,120.590278,416.59,0.1
2005,122.368056,416.82001,0.1
2005,124.145833,417.12,0.1
2005,125.923611,417.26001,0.1
2005,127.701389,417.32001,0.1
2005,129.479167,417.51999,0.1
2005,131.298611,417.73001,0.1
2005,133.076389,418.01001,0.1
2005,134.854167,418.26999,0.1
2005,136.631944,418.51999,0.1
2005,138.409722,418.79001,0.1
2005,140.1875,419.12,0.1
2005,141.965278,419.42999,0.1
2005,143.743056,419.63,0.1
2005,145.520833,419.91,0.1
2005,147.298611,420.20999,0.1
2005,149.076389,420.51001,0.1
2005,150.854167,420.70999,0.1
2005,152.631944,420.88,0.1
2005,154.409722,421.13,0.1
2005,156.1875,421.37,0.1
2005,157.965278,421.57999,0.1
2005,159.743056,421.70999,0.1
2005,161.520833,421.91,0.1
2005,163.298611,422.17001,0.1
2005,165.076389,422.48999,0.1
2005,166.854167,422.72,0.1
2005,168.631944,422.92001,0.1
2005,170.409722,423.19,0.1
2005,172.194444,423.51999,0.1
2005,173.972222,423.85999,0.1
2005,175.75,424.07001,0.1
2005,177.527778,424.39999,0.1
2005,179.305556,424.76999,0.1
2005,181.083333,425.17001,0.1
2005,182.861111,425.5,0.1
2005,184.638889,425.79999,0.1
2005,186.416667,426.17001,0.1
2005,188.194444,426.47,0.1
2005,189.972222,426.73001,0.1
2005,191.75,426.85999,0.1
2005,193.527778,427.10999,0.1
2005,195.305556,427.42001,0.1
2005,197.083333,427.70999,0.1
2005,199.243056,428.0,0.1
2005,201.020833,428.23999,0.1
2005,202.798611,428.39999,0.1
2005,204.576389,428.63,0.1
2005,206.354167,428.92999,0.1
2005,208.131944,429.19,0.1
2005,209.909722,429.39001,0.1
2005,211.6875,429.54999,0.1
2005,213.465278,429.79001,0.1
2005,215.243056,430.03,0.1
2005,217.020833,430.25,0.1
2005,218.798611,430.37,0.1
2005,220.576389,430.59,0.1
2005,222.354167,430.81,0.1
2005,224.131944,431.01001,0.1
2005,225.909722,431.14001,0.1
2005,227.6875,431.25,0.1
2005,229.479167,431.42001,0.1
2005,231.256944,431.62,0.1
2005,233.048611,431.79001,0.1
2005,235.493056,431.98999,0.1
2005,239.243056,432.26999,0.1
2005,241.020833,432.48999,0.1
2005,242.798611,432.54999,0.1
2005,244.576389,432.70999,0.1
2005,246.354167,432.89999,0.1
2005,248.131944,433.07001,0.1
2005,249.909722,433.20999,0.1
2005,251.6875,433.29001,0.1
2005,253.465278,433.42001,0.1
2005,255.243056,433.57001,0.1
2005,257.020833,433.70999,0.1
2005,258.798611,433.76001,0.1
2005,260.576389,433.85001,0.1
2005,262.354167,434.01999,0.1
2005,264.131944,434.19,0.1
2005,265.909722,434.32001,0.1
2005,267.6875,434.35001,0.1
2005,269.465278,434.5,0.1
2005,271.243056,434.62,0.1
2005,273.020833,434.76999,0.1
2005,274.798611,434.79999,0.1
2005,276.576389,434.85001,0.1
2005,278.354167,434.95999,0.1
2005,280.131944,435.10999,0.1
2005,281.909722,435.16,0.1
2005,283.6875,435.20999,0.1
2005,285.465278,435.29999,0.1
2005,287.243056,435.44,0.1
2005,289.020833,435.5,0.1
2005,290.798611,435.54999,0.1
2005,292.576389,435.60001,0.1
2005,294.354167,435.70999,0.1
2005,296.131944,435.81,0.1
2005,297.909722,435.88,0.1
2005,299.6875,435.91,0.1
2005,301.465278,435.98001,0.1
2005,303.25,436.09,0.1
2005,305.027778,436.20001,0.1
2005,306.8125,436.23999,0.1
2005,308.680556,436.29001,0.1
2005,310.597222,436.38,0.1
2005,312.784722,436.48001,0.1
2005,314.840278,436.57999,0.1
2005,316.75,436.70001,0.1
2005,318.798611,436.82001,0.1
2005,320.583333,436.94,0.1
2005,322.395833,437.04001,0.1
2005,324.263889,437.14999,0.1
2005,326.298611,437.23999,0.1
2005,328.076389,437.35001,0.1
2005,329.854167,437.38,0.1
2005,331.631944,437.44,0.1
2005,333.409722,437.57001,0.1
2005,335.1875,437.67999,0.1
2005,336.965278,437.76001,0.1
2005,338.743056,437.82999,0.1
2005,340.520833,437.97,0.1
2005,342.298611,438.10001,0.1
2005,344.076389,438.19,0.1
2005,345.854167,438.26001,0.1
2005,347.631944,438.35999,0.1
2005,349.409722,438.45999,0.1
2005,351.1875,438.57001,0.1
2005,352.965278,438.63,0.1
2005,354.743056,438.76001,0.1
2005,356.520833,438.87,0.1
2005,358.298611,438.98001,0.1
2005,360.076389,439.07001,0.1
2005,361.868056,439.16,0.1
2005,363.645833,439.23999,0.1
2005,365.423611,439.35001,0.1
2006,2.201389,439.76001,0.1
2006,3.979167,439.26001,0.1
2006,5.756944,439.25,0.1
2006,7.534722,439.23999,0.1
2006,9.3125,439.28,0.1
2006,11.090278,439.35001,0.1
2006,12.868056,439.42001,0.1
2006,14.645833,439.48001,0.1
2006,16.423611,439.53,0.1
2006,18.395833,439.64999,0.1
2006,20.173611,439.73999,0.1
2006,21.951389,439.82999,0.1
2006,23.729167,439.89999,0.1
2006,25.506944,440.01999,0.1
2006,27.284722,440.10999,0.1
2006,29.0625,440.26999,0.1
2006,30.840278,440.38,0.1
2006,32.618056,440.48999,0.1
2006,34.395833,440.62,0.1
2006,36.173611,440.76001,0.1
2006,37.951389,440.92999,0.1
2006,39.729167,441.04001,0.1
2006,41.506944,441.17999,0.1
2006,43.284722,441.32001,0.1
2006,45.0625,441.44,0.1
2006,46.840278,441.70001,0.1
2006,48.618056,441.78,0.1
2006,50.395833,441.89999,0.1
2006,52.173611,442.0,0.1
2006,53.951389,442.09,0.1
2006,55.736111,442.38,0.1
2006,57.520833,442.51999,0.1
2006,59.298611,442.56,0.1
2006,61.208333,442.67001,0.1
2006,62.986111,442.70001,0.1
2006,64.763889,442.85001,0.1
2006,66.541667,442.88,0.1
2006,68.319444,443.04999,0.1
2006,70.097222,443.20001,0.1
2006,71.875,443.25,0.1
2006,73.652778,443.42001,0.1
2006,75.430556,443.59,0.1
2006,77.208333,443.70001,0.1
2006,78.986111,443.67999,0.1
2006,80.763889,443.91,0.1
2006,82.541667,444.10999,0.1
2006,84.319444,444.29999,0.1
2006,86.097222,444.31,0.1
2006,87.875,444.51999,0.1
2006,89.652778,444.60999,0.1
2006,91.430556,444.78,0.1
2006,93.208333,445.0,0.1
2006,94.986111,444.98999,0.1
2006,96.763889,445.14999,0.1
2006,98.541667,445.39999,0.1
2006,100.319444,445.60001,0.1
2006,102.097222,445.70001,0.1
2006,103.881944,445.73999,0.1
2006,105.680556,446.09,0.1
2006,107.465278,446.20999,0.1
2006,109.243056,446.38,0.1
2006,111.284722,446.47,0.1
2006,113.173611,446.51999,0.1
2006,115.0625,446.72,0.1
2006,116.902778,446.89001,0.1
2006,119.013889,447.10999,0.1
2006,120.805556,447.29999,0.1
2006,122.583333,447.48001,0.1
2006,124.361111,447.67001,0.1
2006,126.180556,447.92001,0.1
2006,128.013889,448.16,0.1
2006,129.8125,448.38,0.1
2006,131.611111,448.66,0.1
2006,133.388889,448.95999,0.1
2006,135.1875,449.26999,0.1
2006,137.069444,449.57999,0.1
2006,138.888889,449.87,0.1
2006,140.666667,450.04999,0.1
2006,142.479167,450.20001,0.1
2006,144.291667,450.35001,0.1
2006,146.111111,450.54999,0.1
2006,147.909722,450.73999,0.1
2006,149.715278,450.89999,0.1
2006,151.548611,451.10999,0.1
2006,153.340278,451.35999,0.1
2006,155.159722,451.62,0.1
2006,156.965278,451.82001,0.1
2006,158.770833,452.0,0.1
2006,160.597222,452.20999,0.1
2006,162.430556,452.42001,0.1
2006,164.270833,452.64001,0.1
2006,166.083333,452.88,0.1
2006,167.958333,453.13,0.1
2006,169.736111,453.35999,0.1
2006,171.513889,453.64001,0.1
2006,173.298611,454.01999,0.1
2006,175.076389,454.45001,0.1
2006,176.854167,454.75,0.1
2006,178.631944,455.01001,0.1
2006,180.409722,455.37,0.1
2006,182.1875,455.82001,0.1
2006,183.965278,456.13,0.1
2006,185.743056,456.31,0.1
2006,187.520833,456.60001,0.1
2006,189.298611,456.94,0.1
2006,191.076389,457.28,0.1
2006,192.854167,457.41,0.1
2006,194.666667,457.57999,0.1
2006,196.444444,457.88,0.1
2006,198.222222,458.19,0.1
2006,200.0,458.41,0.1
2006,201.777778,458.48999,0.1
2006,203.555556,458.72,0.1
2006,205.333333,458.82999,0.1
2006,207.111111,459.06,0.1
2006,208.888889,459.23001,0.1
2006,210.666667,459.35999,0.1
2006,212.444444,459.57001,0.1
2006,214.222222,459.75,0.1
2006,216.0,459.95001,0.1
2006,217.777778,459.97,0.1
2006,219.555556,460.13,0.1
2006,221.333333,460.32001,0.1
2006,223.111111,460.54001,0.1
2006,224.888889,460.66,0.1
2006,226.666667,460.79999,0.1
2006,228.444444,461.0,0.1
2006,230.222222,461.20001,0.1
2006,232.0,461.41,0.1
2006,233.777778,461.48999,0.1
2006,235.722222,461.60001,0.1
2006,237.5,461.59,0.1
2006,239.277778,461.57999,0.1
2006,241.055556,461.75,0.1
2006,242.833333,461.82999,0.1
2006,244.611111,462.0,0.1
2006,246.388889,462.22,0.1
2006,248.166667,462.44,0.1
2006,249.944444,462.60999,0.1
2006,251.722222,462.69,0.1
2006,253.5,462.82999,0.1
2006,255.277778,463.04999,0.1
2006,257.055556,463.26001,0.1
2006,258.833333,463.25,0.1
2006,260.611111,463.38,0.1
2006,262.388889,463.56,0.1
2006,264.166667,463.72,0.1
2006,265.944444,463.87,0.1
2006,267.722222,463.91,0.1
2006,269.5,464.07001,0.1
2006,271.277778,464.22,0.1
2006,273.055556,464.35999,0.1
2006,274.833333,464.35999,0.1
2006,276.611111,464.42999,0.1
2006,278.388889,464.54001,0.1
2006,280.166667,464.63,0.1
2006,281.993056,464.75,0.1
2006,283.770833,464.78,0.1
2006,285.548611,464.87,0.1
2006,287.326389,464.92001,0.1
2006,289.104167,465.01999,0.1
2006,290.902778,465.14001,0.1
2006,292.680556,465.20001,0.1
2006,294.458333,465.34,0.1
2006,296.236111,465.45001,0.1
2006,298.013889,465.57999,0.1
2006,299.791667,465.62,0.1
2006,301.569444,465.75,0.1
2006,303.347222,465.79999,0.1
2006,305.125,465.88,0.1
2006,306.902778,465.95001,0.1
2006,308.680556,465.98001,0.1
2006,310.458333,466.04999,0.1
2006,312.236111,466.14001,0.1
2006,314.013889,466.20999,0.1
2006,315.791667,466.25,0.1
2006,317.569444,466.31,0.1
2006,319.347222,466.39001,0.1
2006,321.125,466.47,0.1
2006,322.902778,466.51999,0.1
2006,324.680556,466.57999,0.1
2006,326.458333,466.66,0.1
2006,328.236111,466.73001,0.1
2006,330.013889,466.79999,0.1
2006,331.791667,466.82999,0.1
2006,333.576389,466.87,0.1
2006,335.361111,466.97,0.1
2006,337.138889,467.04999,0.1
2006,338.916667,467.14001,0.1
2006,340.694444,467.17001,0.1
2006,342.472222,467.25,0.1
2006,344.25,467.26999,0.1
2006,346.027778,467.25,0.1
2006,347.805556,467.29999,0.1
2006,349.583333,467.35999,0.1
2006,351.361111,467.41,0.1
2006,353.145833,467.48999,0.1
2006,354.986111,467.57001,0.1
2006,356.895833,467.64001,0.1
2006,358.673611,467.73001,0.1
2006,360.451389,467.79999,0.1
2006,362.381944,467.87,0.1
2006,364.194444,467.94,0.1
2006,365.972222,468.01999,0.1
2007,2.777778,468.07001,0.1
2007,4.555556,468.16,0.1
2007,6.729167,468.20999,0.1
2007,8.583333,468.28,0.1
2007,10.361111,468.35001,0.1
2007,12.145833,468.42999,0.1
2007,14.881944,468.51999,0.1
2007,17.666667,468.64999,0.1
2007,20.013889,468.78,0.1
2007,22.090278,468.89001,0.1
2007,26.416667,468.97,0.1
2007,28.194444,469.0,0.1
2007,29.972222,469.08002,0.1
2007,31.75,469.14001,0.1
2007,33.527778,469.20999,0.1
2007,35.305556,469.28,0.1
2007,37.083333,469.39999,0.1
2007,38.861111,469.42999,0.1
2007,40.638889,469.48999,0.1
2007,42.423611,469.70001,0.1
2007,44.201389,469.92999,0.1
2007,45.986111,470.07001,0.1
2007,47.763889,470.20999,0.1
2007,49.673611,470.37,0.1
2007,51.451389,470.48999,0.1
2007,53.229167,470.64999,0.1
2007,55.006944,470.85001,0.1
2007,56.784722,470.95999,0.1
2007,58.5625,471.08002,0.1
2007,60.340278,471.28,0.1
2007,62.118056,471.42001,0.1
2007,63.895833,471.45001,0.1
2007,65.673611,471.45999,0.1
2007,67.451389,471.42999,0.1
2007,69.701389,471.72,0.1
2007,71.479167,472.0,0.1
2007,73.256944,472.30002,0.1
2007,75.583333,472.57001,0.1
2007,77.361111,472.83002,0.1
2007,79.138889,473.09,0.1
2007,80.916667,473.20999,0.1
2007,82.694444,473.41,0.1
2007,84.486111,473.66,0.1
2007,86.263889,473.89001,0.1
2007,88.041667,474.10001,0.1
2007,89.819444,474.25,0.1
2007,91.597222,474.42001,0.1
2007,93.375,474.59,0.1
2007,95.152778,474.75,0.1
2007,96.930556,474.92001,0.1
2007,98.722222,475.01001,0.1
2007,100.5,475.16,0.1
2007,102.277778,475.30002,0.1
2007,104.055556,475.48001,0.1
2007,105.833333,475.55002,0.1
2007,107.611111,475.67999,0.1
2007,109.388889,475.84,0.1
2007,111.166667,475.95999,0.1
2007,112.944444,476.07001,0.1
2007,114.722222,476.19,0.1
2007,116.5,476.33002,0.1
2007,118.291667,476.51001,0.1
2007,120.069444,476.70001,0.1
2007,121.847222,476.83002,0.1
2007,123.625,476.91,0.1
2007,125.402778,477.07001,0.1
2007,127.1875,477.22,0.1
2007,128.965278,477.41,0.1
2007,130.743056,477.48001,0.1
2007,132.520833,477.60001,0.1
2007,134.298611,477.75,0.1
2007,136.076389,477.88,0.1
2007,137.854167,477.98001,0.1
2007,139.631944,478.07001,0.1
2007,141.409722,478.20999,0.1
2007,143.1875,478.34,0.1
2007,144.965278,478.45999,0.1
2007,146.743056,478.54001,0.1
2007,148.520833,478.64001,0.1
2007,150.298611,478.77002,0.1
2007,152.076389,478.89999,0.1
2007,153.854167,479.01001,0.1
2007,155.631944,479.12,0.1
2007,157.409722,479.22,0.1
2007,159.1875,479.38,0.1
2007,160.965278,479.51001,0.1
2007,162.743056,479.59,0.1
2007,164.520833,479.70001,0.1
2007,166.298611,479.85001,0.1
2007,168.076389,479.92001,0.1
2007,169.854167,480.01001,0.1
2007,171.645833,480.10001,0.1
2007,173.479167,480.22,0.1
2007,175.256944,480.36002,0.1
2007,177.034722,480.48999,0.1
2007,178.8125,480.59,0.1
2007,180.590278,480.70001,0.1
2007,182.368056,480.86002,0.1
2007,184.145833,481.01001,0.1
2007,185.923611,481.14999,0.1
2007,187.701389,481.27002,0.1
2007,189.479167,481.37,0.1
2007,191.256944,481.5,0.1
2007,193.034722,481.59,0.1
2007,194.8125,481.70001,0.1
2007,196.590278,481.81,0.1
2007,198.368056,481.95999,0.1
2007,200.145833,482.09,0.1
2007,201.923611,482.28,0.1
2007,203.701389,482.42001,0.1
2007,205.479167,482.56,0.1
2007,207.256944,482.79001,0.1
2007,209.034722,483.01001,0.1
2007,210.8125,483.14001,0.1
2007,212.590278,483.29001,0.1
2007,214.388889,483.45001,0.1
2007,216.166667,483.64001,0.1
2007,218.034722,483.77002,0.1
2007,219.8125,483.84,0.1
2007,221.590278,484.0,0.1
2007,223.368056,484.20001,0.1
2007,225.145833,484.39001,0.1
2007,226.923611,484.51001,0.1
2007,228.701389,484.58002,0.1
2007,230.479167,484.70001,0.1
2007,232.256944,484.73999,0.1
2007,234.034722,484.70999,0.1
2007,235.8125,484.69,0.1
2007,237.590278,484.69,0.1
2007,239.368056,484.70999,0.1
2007,241.145833,484.72,0.1
2007,242.923611,484.73001,0.1
2007,244.701389,484.73001,0.1
2007,246.479167,484.78,0.1
2007,248.256944,484.88,0.1
2007,250.034722,485.03,0.1
2007,251.8125,485.11002,0.1
2007,253.590278,485.20001,0.1
2007,255.368056,485.33002,0.1
2007,257.145833,485.45001,0.1
2007,258.923611,485.55002,0.1
2007,260.784722,485.64001,0.1
2007,262.5625,485.73999,0.1
2007,264.340278,485.86002,0.1
2007,266.118056,485.95001,0.1
2007,267.895833,486.08002,0.1
2007,269.673611,486.17999,0.1
2007,271.451389,486.28,0.1
2007,273.229167,486.37,0.1
2007,275.006944,486.48001,0.1
2007,276.784722,486.58002,0.1
2007,278.5625,486.64001,0.1
2007,280.340278,486.73999,0.1
2007,282.118056,486.87,0.1
2007,283.895833,486.92001,0.1
2007,285.673611,486.98999,0.1
2007,287.451389,487.03,0.1
2007,289.229167,487.10001,0.1
2007,291.006944,487.17999,0.1
2007,292.784722,487.25,0.1
2007,294.5625,487.30002,0.1
2007,296.340278,487.41,0.1
2007,298.118056,487.48999,0.1
2007,299.895833,487.56,0.1
2007,301.673611,487.59,0.1
2007,303.451389,487.67001,0.1
2007,305.229167,487.75,0.1
2007,307.131944,487.83002,0.1
2007,308.909722,487.91,0.1
2007,310.6875,487.97,0.1
2007,312.465278,488.05002,0.1
2007,314.243056,488.10001,0.1
2007,316.020833,488.17001,0.1
2007,317.798611,488.27002,0.1
2007,319.576389,488.34,0.1
2007,321.354167,488.42001,0.1
2007,323.131944,488.51001,0.1
2007,324.909722,488.59,0.1
2007,326.6875,488.66,0.1
2007,328.465278,488.75,0.1
2007,330.243056,488.85001,0.1
2007,332.020833,488.88,0.1
2007,333.798611,488.89001,0.1
2007,335.576389,488.89001,0.1
2007,337.354167,488.89999,0.1
2007,339.131944,488.89001,0.1
2007,340.909722,488.88,0.1
2007,342.6875,488.86002,0.1
2007,344.465278,488.86002,0.1
2007,346.243056,488.87,0.1
2007,348.020833,488.98001,0.1
2007,349.798611,489.08002,0.1
2007,351.590278,489.16,0.1
2007,354.423611,489.23999,0.1
2007,356.201389,489.30002,0.1
2007,357.979167,489.39999,0.1
2007,359.756944,489.47,0.1
2007,361.534722,489.54001,0.1
2007,363.3125,489.60001,0.1
2007,365.090278,489.70999,0.1
2008,1.868056,489.78,0.1
2008,3.645833,489.86002,0.1
2008,6.826389,489.78,0.1
2008,8.604167,489.58002,0.1
2008,10.381944,489.48001,0.1
2008,12.159722,489.41,0.1
2008,13.9375,489.38,0.1
2008,15.715278,489.36002,0.1
2008,17.493056,489.37,0.1
2008,19.270833,489.39999,0.1
2008,21.048611,489.51001,0.1
2008,22.826389,489.52002,0.1
2008,25.416667,489.09,0.1
2008,27.194444,489.14001,0.1
2008,29.284722,489.04001,0.1
2008,31.0625,489.22,0.1
2008,32.840278,489.36002,0.1
2008,34.618056,489.54001,0.1
2008,37.0625,489.63,0.1
2008,38.840278,489.78,0.1
2008,40.618056,489.95001,0.1
2008,42.395833,490.11002,0.1
2008,44.173611,490.30002,0.1
2008,45.951389,490.48001,0.1
2008,47.729167,490.63,0.1
2008,49.506944,490.78,0.1
2008,51.284722,490.92999,0.1
2008,53.0625,491.06,0.1
2008,54.840278,491.20001,0.1
2008,57.138889,491.05002,0.1
2008,58.916667,491.19,0.1
2008,60.694444,491.36002,0.1
2008,62.506944,491.52002,0.1
2008,64.291667,491.64999,0.1
2008,66.069444,491.81,0.1
2008,67.847222,491.95999,0.1
2008,69.625,492.14001,0.1
2008,71.402778,492.34,0.1
2008,73.180556,492.55002,0.1
2008,74.958333,492.76001,0.1
2008,76.736111,492.91,0.1
2008,78.513889,493.10001,0.1
2008,80.291667,493.31,0.1
2008,82.069444,493.55002,0.1
2008,83.847222,493.77002,0.1
2008,85.625,493.95999,0.1
2008,87.402778,494.22,0.1
2008,89.180556,494.47,0.1
2008,90.958333,494.73001,0.1
2008,92.736111,494.97,0.1
2008,94.513889,495.17999,0.1
2008,96.291667,495.42001,0.1
2008,98.069444,495.67999,0.1
2008,99.847222,495.92001,0.1
2008,101.625,496.12,0.1
2008,103.402778,496.41,0.1
2008,105.180556,496.73999,0.1
2008,106.958333,497.01001,0.1
2008,108.736111,497.22,0.1
2008,110.513889,497.48001,0.1
2008,112.291667,497.72,0.1
2008,114.069444,497.97,0.1
2008,115.847222,498.19,0.1
2008,117.625,498.41,0.1
2008,119.402778,498.73999,0.1
2008,121.180556,498.98001,0.1
2008,122.958333,499.19,0.1
2008,124.736111,499.33002,0.1
2008,126.513889,499.54001,0.1
2008,128.291667,499.75,0.1
2008,130.069444,499.95001,0.1
2008,131.847222,500.07001,0.1
2008,133.625,500.14001,0.1
2008,135.402778,500.31,0.1
2008,137.180556,500.48999,0.1
2008,138.958333,500.63,0.1
2008,140.736111,500.69,0.1
2008,142.513889,500.81,0.1
2008,144.291667,500.98001,0.1
2008,146.069444,501.14001,0.1
2008,147.847222,501.29001,0.1
2008,149.625,501.41,0.1
2008,151.402778,501.58002,0.1
2008,153.180556,501.75,0.1
2008,154.958333,501.86002,0.1
2008,156.736111,501.89999,0.1
2008,158.520833,502.03,0.1
2008,160.298611,502.16,0.1
2008,162.076389,502.17001,0.1
2008,163.854167,502.14999,0.1
2008,165.631944,502.14999,0.1
2008,167.409722,502.13,0.1
2008,169.1875,502.14999,0.1
2008,170.965278,502.17001,0.1
2008,172.743056,502.17001,0.1
2008,174.520833,502.20001,0.1
2008,176.298611,502.30002,0.1
2008,178.083333,502.42001,0.1
2008,179.861111,502.53,0.1
2008,181.638889,502.63,0.1
2008,183.416667,502.79001,0.1
2008,185.194444,502.97,0.1
2008,186.972222,503.10001,0.1
2008,188.75,503.19,0.1
2008,190.527778,503.33002,0.1
2008,192.305556,503.45999,0.1
2008,194.083333,503.56,0.1
2008,195.861111,503.64999,0.1
2008,197.638889,503.70001,0.1
2008,199.416667,503.82001,0.1
2008,201.194444,503.95001,0.1
2008,202.972222,504.03,0.1
2008,204.854167,504.07001,0.1
2008,206.694444,504.14999,0.1
2008,208.604167,504.27002,0.1
2008,210.381944,504.38,0.1
2008,212.159722,504.52002,0.1
2008,213.9375,504.62,0.1
2008,215.784722,504.70001,0.1
2008,217.604167,504.80002,0.1
2008,219.388889,504.94,0.1
2008,221.395833,505.04001,0.1
2008,223.173611,505.14999,0.1
2008,224.951389,505.23001,0.1
2008,226.729167,505.28,0.1
2008,228.506944,505.36002,0.1
2008,230.541667,505.44,0.1
2008,232.326389,505.52002,0.1
2008,234.104167,505.60001,0.1
2008,235.881944,505.64999,0.1
2008,237.659722,505.72,0.1
2008,239.4375,505.82001,0.1
2008,241.215278,505.94,0.1
2008,242.993056,506.05002,0.1
2008,244.770833,506.10001,0.1
2008,246.548611,506.20999,0.1
2008,248.326389,506.36002,0.1
