year,creep in (mm),creep2 in (mm),?
1985,102.0,4.76,0.1
1985,107.590278,5.28,0.1
1985,110.5,5.39,0.1
1985,114.013889,5.73,0.1
1985,116.416667,5.82,0.1
1985,118.194444,6.03,0.1
1985,121.125,6.31,0.1
1985,122.951389,6.46,0.1
1985,124.75,6.54,0.1
1985,126.527778,6.64,0.1
1985,128.326389,6.76,0.1
1985,134.333333,7.26,0.1
1985,136.118056,7.44,0.1
1985,138.381944,7.54,0.1
1985,141.104167,7.76,0.1
1985,142.965278,7.88,0.1
1985,144.743056,7.93,0.1
1985,146.520833,7.97,0.1
1985,148.298611,8.07,0.1
1985,150.076389,8.17,0.1
1985,151.854167,8.24,0.1
1985,153.631944,8.28,0.1
1985,155.458333,8.35,0.1
1985,160.569444,8.59,0.1
1985,162.416667,8.69,0.1
1985,164.194444,8.82,0.1
1985,165.972222,8.96,0.1
1985,167.756944,9.01,0.1
1985,170.201389,9.12,0.1
1985,173.138889,9.05,0.1
1985,177.583333,9.1,0.1
1985,192.819444,10.03,0.1
1985,194.611111,10.07,0.1
1985,196.388889,10.15,0.1
1985,198.465278,10.25,0.1
1985,200.319444,10.35,0.1
1985,202.097222,10.46,0.1
1985,203.875,10.53,0.1
1985,205.680556,10.59,0.1
1985,207.472222,10.63,0.1
1985,209.25,10.71,0.1
1985,211.027778,10.79,0.1
1985,212.819444,10.84,0.1
1985,214.597222,10.88,0.1
1985,216.375,10.96,0.1
1985,218.152778,11.06,0.1
1985,219.951389,11.16,0.1
1985,221.729167,11.26,0.1
1985,223.506944,11.32,0.1
1985,225.284722,11.43,0.1
1985,227.069444,11.57,0.1
1985,228.847222,11.65,0.1
1985,230.625,11.71,0.1
1985,232.930556,11.85,0.1
1985,234.729167,11.93,0.1
1985,237.673611,12.07,0.1
1985,240.041667,12.18,0.1
1985,241.819444,12.24,0.1
1985,243.597222,12.28,0.1
1985,245.375,12.37,0.1
1985,247.194444,12.44,0.1
1985,250.826389,12.65,0.1
1985,252.625,12.73,0.1
1985,254.430556,12.83,0.1
1985,256.208333,12.95,0.1
1985,257.986111,13.05,0.1
1985,259.763889,13.12,0.1
1985,261.541667,13.17,0.1
1985,263.319444,13.25,0.1
1985,265.097222,13.35,0.1
1985,267.194444,13.4,0.1
1985,313.298611,15.15,0.1
1985,315.083333,15.24,0.1
1985,316.861111,15.35,0.1
1985,318.645833,15.43,0.1
1985,320.423611,15.57,0.1
1985,322.201389,15.68,0.1
1985,323.979167,15.8,0.1
1985,325.798611,15.88,0.1
1985,327.576389,15.97,0.1
1985,329.368056,16.04,0.1
1985,331.201389,16.07,0.1
1985,332.979167,16.14,0.1
1985,334.756944,16.47,0.1
1985,336.534722,16.58,0.1
1985,338.368056,16.91,0.1
1985,340.145833,17.06,0.1
1985,341.930556,17.16,0.1
1985,343.951389,17.25,0.1
1985,345.729167,17.32,0.1
1985,347.506944,17.38,0.1
1985,349.284722,17.51,0.1
1985,351.0625,17.64,0.1
1985,352.840278,17.76,0.1
1985,354.618056,17.88,0.1
1985,356.395833,18.03,0.1
1985,358.222222,18.16,0.1
1985,360.0,18.32,0.1
1985,361.777778,18.42,0.1
1985,363.555556,18.54,0.1
1985,365.388889,18.64,0.1
1986,2.166667,18.74,0.1
1986,4.0,18.85,0.1
1986,5.777778,19.21,0.1
1986,7.583333,19.37,0.1
1986,9.361111,19.49,0.1
1986,11.138889,19.62,0.1
1986,12.916667,19.76,0.1
1986,14.694444,19.88,0.1
1986,16.472222,19.99,0.1
1986,18.25,20.12,0.1
1986,20.027778,20.22,0.1
1986,21.805556,20.33,0.1
1986,23.583333,20.46,0.1
1986,25.381944,20.56,0.1
1986,27.173611,20.7,0.1
1986,28.951389,20.83,0.1
1986,30.729167,20.94,0.1
1986,32.506944,21.01,0.1
1986,34.284722,21.12,0.1
1986,36.069444,21.22,0.1
1986,37.847222,21.31,0.1
1986,39.625,21.35,0.1
1986,41.402778,21.43,0.1
1986,43.215278,21.51,0.1
1986,45.0,21.65,0.1
1986,46.777778,21.54,0.1
1986,48.597222,21.56,0.1
1986,57.583333,22.1,0.1
1986,96.479167,24.38,0.1
1986,98.416667,24.51,0.1
1986,100.270833,24.61,0.1
1986,102.201389,24.76,0.1
1986,104.0625,24.9,0.1
1986,106.0,25.08,0.1
1986,108.340278,25.26,0.1
1986,110.145833,25.46,0.1
1986,111.923611,25.62,0.1
1986,113.791667,25.82,0.1
1986,115.590278,25.97,0.1
1986,117.368056,26.16,0.1
1986,119.145833,26.35,0.1
1986,120.993056,26.51,0.1
1986,122.805556,26.67,0.1
1986,124.590278,26.76,0.1
1986,127.069444,27.06,0.1
1986,128.888889,27.29,0.1
1986,130.743056,27.44,0.1
1986,132.534722,27.6,0.1
1986,134.3125,27.82,0.1
1986,136.111111,28.05,0.1
1986,137.895833,28.27,0.1
1986,139.673611,28.38,0.1
1986,141.520833,28.52,0.1
1986,143.680556,28.69,0.1
1986,145.513889,28.84,0.1
1986,147.291667,29.01,0.1
1986,149.069444,29.18,0.1
1986,150.888889,29.32,0.1
1986,152.673611,29.39,0.1
1986,154.451389,29.5,0.1
1986,156.229167,29.6,0.1
1986,158.041667,29.72,0.1
1986,159.819444,29.8,0.1
1986,161.597222,29.87,0.1
1986,163.375,29.96,0.1
1986,165.152778,30.07,0.1
1986,166.930556,30.16,0.1
1986,168.798611,30.24,0.1
1986,170.576389,30.3,0.1
1986,172.381944,30.42,0.1
1986,174.159722,30.57,0.1
1986,175.9375,30.68,0.1
1986,177.715278,30.76,0.1
1986,179.555556,30.86,0.1
1986,181.333333,31.0,0.1
1986,183.111111,31.13,0.1
1986,184.888889,31.24,0.1
1986,186.666667,31.28,0.1
1986,189.409722,31.45,0.1
1986,191.1875,31.55,0.1
1986,192.979167,31.64,0.1
1986,194.756944,31.71,0.1
1986,196.631944,31.79,0.1
1986,198.409722,31.88,0.1
1986,200.333333,31.98,0.1
1986,202.111111,32.09,0.1
1986,203.888889,32.15,0.1
1986,205.847222,32.28,0.1
1986,207.645833,32.38,0.1
1986,209.423611,32.49,0.1
1986,211.201389,32.63,0.1
1986,213.069444,32.74,0.1
1986,224.979167,33.39,0.1
1986,226.770833,33.47,0.1
1986,228.590278,33.55,0.1
1986,230.381944,33.63,0.1
1986,232.159722,33.74,0.1
1986,233.951389,33.83,0.1
1986,235.833333,33.93,0.1
1986,238.020833,34.04,0.1
1986,240.180556,34.18,0.1
1986,242.166667,34.32,0.1
1986,244.027778,34.43,0.1
1986,245.861111,34.59,0.1
1986,247.729167,34.74,0.1
1986,249.909722,34.96,0.1
1986,251.756944,35.1,0.1
1986,253.569444,35.26,0.1
1986,255.395833,35.45,0.1
1986,257.1875,35.62,0.1
1986,258.993056,35.78,0.1
1986,260.784722,35.92,0.1
1986,262.631944,36.06,0.1
1986,264.416667,36.21,0.1
1986,266.208333,36.39,0.1
1986,268.013889,36.5,0.1
1986,283.416667,37.68,0.1
1986,285.201389,37.82,0.1
1986,286.979167,37.93,0.1
1986,288.756944,38.04,0.1
1986,290.541667,38.2,0.1
1986,292.326389,38.32,0.1
1986,294.145833,38.44,0.1
1986,295.923611,38.54,0.1
1986,297.729167,38.66,0.1
1986,299.506944,38.79,0.1
1986,301.284722,38.94,0.1
1986,303.104167,39.05,0.1
1986,304.958333,39.17,0.1
1986,307.416667,39.24,0.1
1986,309.201389,39.38,0.1
1986,311.222222,39.47,0.1
1986,313.020833,39.59,0.1
1986,314.854167,39.7,0.1
1986,316.958333,39.83,0.1
1986,318.791667,39.85,0.1
1986,320.590278,39.88,0.1
1986,322.430556,39.98,0.1
1986,324.263889,40.05,0.1
1986,326.159722,40.13,0.1
1986,328.368056,40.26,0.1
1986,330.25,40.38,0.1
1986,332.215278,40.51,0.1
1986,334.118056,40.62,0.1
1986,336.069444,40.76,0.1
1986,337.916667,40.9,0.1
1986,339.756944,40.93,0.1
1986,341.548611,41.0,0.1
1986,343.652778,41.08,0.1
1986,345.486111,41.18,0.1
1986,347.465278,41.29,0.1
1986,349.298611,41.38,0.1
1986,351.145833,41.47,0.1
1986,352.958333,41.58,0.1
1986,354.736111,41.63,0.1
1986,356.576389,41.74,0.1
1986,358.368056,41.81,0.1
1986,360.194444,41.93,0.1
1986,362.034722,42.05,0.1
1986,363.854167,42.15,0.1
1986,365.666667,42.21,0.1
1987,2.451389,42.27,0.1
1987,4.3125,42.37,0.1
1987,6.104167,42.29,0.1
1987,7.881944,42.32,0.1
1987,9.6875,42.38,0.1
1987,11.465278,42.46,0.1
1987,13.25,42.54,0.1
1987,15.041667,42.63,0.1
1987,16.840278,42.72,0.1
1987,18.618056,42.79,0.1
1987,20.395833,42.9,0.1
1987,22.173611,43.04,0.1
1987,23.951389,43.16,0.1
1987,25.736111,43.25,0.1
1987,27.618056,43.42,0.1
1987,29.430556,43.46,0.1
1987,31.222222,43.57,0.1
1987,33.013889,43.68,0.1
1987,34.8125,43.76,0.1
1987,36.618056,43.79,0.1
1987,38.645833,43.93,0.1
1987,40.423611,44.01,0.1
1987,42.236111,44.05,0.1
1987,44.013889,44.09,0.1
1987,45.798611,44.93,0.1
1987,47.576389,45.07,0.1
1987,49.354167,45.21,0.1
1987,51.131944,45.38,0.1
1987,52.909722,45.49,0.1
1987,54.6875,45.62,0.1
1987,56.5625,45.74,0.1
1987,58.340278,45.85,0.1
1987,61.701389,46.1,0.1
1987,64.097222,46.09,0.1
1987,65.881944,45.95,0.1
1987,67.659722,45.79,0.1
1987,69.4375,45.77,0.1
1987,71.215278,45.79,0.1
1987,73.055556,45.82,0.1
1987,74.833333,45.87,0.1
1987,76.611111,45.92,0.1
1987,78.395833,46.0,0.1
1987,80.208333,46.1,0.1
1987,81.986111,46.17,0.1
1987,83.763889,46.24,0.1
1987,85.541667,46.35,0.1
1987,87.333333,46.45,0.1
1987,89.111111,46.57,0.1
1987,90.888889,46.68,0.1
1987,92.666667,46.78,0.1
1987,94.451389,46.89,0.1
1987,96.229167,47.01,0.1
1987,98.006944,47.14,0.1
1987,99.784722,47.24,0.1
1987,101.569444,47.36,0.1
1987,103.347222,47.51,0.1
1987,105.125,47.68,0.1
1987,107.027778,47.85,0.1
1987,108.958333,48.04,0.1
1987,110.743056,48.19,0.1
1987,112.631944,48.38,0.1
1987,114.875,48.6,0.1
1987,117.104167,48.81,0.1
1987,120.020833,49.08,0.1
1987,122.652778,49.21,0.1
1987,124.847222,49.42,0.1
1987,126.625,49.54,0.1
1987,128.402778,49.68,0.1
1987,130.180556,49.83,0.1
1987,131.958333,49.95,0.1
1987,133.736111,50.04,0.1
1987,135.513889,50.15,0.1
1987,137.291667,50.29,0.1
1987,139.097222,50.38,0.1
1987,140.875,50.49,0.1
1987,142.659722,50.62,0.1
1987,144.4375,50.74,0.1
1987,146.215278,50.85,0.1
1987,147.993056,50.99,0.1
1987,149.770833,51.07,0.1
1987,151.548611,51.18,0.1
1987,153.361111,51.33,0.1
1987,155.25,51.46,0.1
1987,157.083333,51.6,0.1
1987,158.881944,51.74,0.1
1987,160.673611,51.84,0.1
1987,162.458333,51.97,0.1
1987,164.534722,52.09,0.1
1987,166.3125,52.21,0.1
1987,168.090278,52.29,0.1
1987,169.875,52.38,0.1
1987,171.652778,52.46,0.1
1987,173.430556,52.61,0.1
1987,175.208333,52.66,0.1
1987,177.006944,52.76,0.1
1987,178.784722,52.85,0.1
1987,181.597222,53.01,0.1
1987,183.666667,53.13,0.1
1987,185.444444,53.24,0.1
1987,187.222222,53.31,0.1
1987,189.0,53.37,0.1
1987,190.777778,53.43,0.1
1987,192.5625,53.51,0.1
1987,194.340278,53.58,0.1
1987,196.118056,53.62,0.1
1987,197.895833,53.67,0.1
1987,200.340278,53.78,0.1
1987,202.118056,53.85,0.1
1987,203.895833,53.91,0.1
1987,205.673611,53.96,0.1
1987,207.451389,54.05,0.1
1987,209.229167,54.12,0.1
1987,211.006944,54.19,0.1
1987,212.784722,54.3,0.1
1987,214.736111,54.38,0.1
1987,216.513889,54.46,0.1
1987,218.291667,54.59,0.1
1987,220.069444,54.74,0.1
1987,221.847222,54.84,0.1
1987,223.625,54.87,0.1
1987,225.416667,54.99,0.1
1987,227.194444,55.07,0.1
1987,228.972222,55.23,0.1
1987,230.75,55.26,0.1
1987,232.527778,55.32,0.1
1987,234.3125,55.38,0.1
1987,237.3125,55.52,0.1
1987,239.090278,55.65,0.1
1987,240.868056,55.74,0.1
1987,242.645833,55.8,0.1
1987,244.423611,55.89,0.1
1987,246.201389,56.03,0.1
1987,247.979167,56.15,0.1
1987,249.756944,56.19,0.1
1987,251.534722,56.29,0.1
1987,253.3125,56.39,0.1
1987,255.090278,56.51,0.1
1987,257.486111,56.57,0.1
1987,259.263889,56.69,0.1
1987,261.041667,56.82,0.1
1987,262.819444,56.9,0.1
1987,264.597222,56.96,0.1
1987,266.375,57.07,0.1
1987,268.152778,57.2,0.1
1987,269.930556,57.31,0.1
1987,271.708333,57.38,0.1
1987,273.486111,57.49,0.1
1987,275.263889,57.6,0.1
1987,277.041667,57.76,0.1
1987,278.819444,57.87,0.1
1987,280.597222,57.93,0.1
1987,282.375,58.05,0.1
1987,284.152778,58.18,0.1
1987,285.930556,58.3,0.1
1987,287.708333,58.36,0.1
1987,289.486111,58.45,0.1
1987,291.263889,58.57,0.1
1987,293.041667,58.7,0.1
1987,294.819444,58.77,0.1
1987,296.597222,58.79,0.1
1987,298.375,58.87,0.1
1987,300.152778,59.01,0.1
1987,302.180556,59.05,0.1
1987,303.958333,59.11,0.1
1987,305.736111,59.16,0.1
1987,307.534722,59.24,0.1
1987,309.3125,59.31,0.1
1987,311.097222,59.38,0.1
1987,312.875,59.6,0.1
1987,314.652778,59.7,0.1
1987,316.430556,59.81,0.1
1987,318.208333,59.92,0.1
1987,319.986111,60.01,0.1
1987,321.763889,60.12,0.1
1987,323.541667,60.21,0.1
1987,325.319444,60.31,0.1
1987,327.097222,60.4,0.1
1987,328.875,60.49,0.1
1987,330.652778,60.57,0.1
1987,332.430556,60.67,0.1
1987,334.208333,60.77,0.1
1987,335.986111,60.89,0.1
1987,337.763889,60.96,0.1
1987,339.541667,61.02,0.1
1987,341.319444,61.06,0.1
1987,343.097222,61.15,0.1
1987,344.875,61.26,0.1
1987,346.652778,61.35,0.1
1987,348.430556,61.41,0.1
1987,350.208333,61.56,0.1
1987,351.986111,61.65,0.1
1987,353.763889,61.77,0.1
1987,355.541667,61.88,0.1
1987,357.319444,61.99,0.1
1987,359.097222,62.12,0.1
1987,360.875,62.25,0.1
1987,362.652778,62.44,0.1
1987,364.430556,62.94,0.1
1988,1.208333,63.1,0.1
1988,2.986111,63.22,0.1
1988,4.763889,63.32,0.1
1988,6.541667,63.4,0.1
1988,8.319444,63.4,0.1
1988,10.097222,63.46,0.1
1988,11.875,63.49,0.1
1988,13.652778,63.54,0.1
1988,15.430556,63.62,0.1
1988,17.215278,63.68,0.1
1988,18.993056,63.68,0.1
1988,20.770833,63.7,0.1
1988,22.548611,63.76,0.1
1988,24.326389,63.85,0.1
1988,26.256944,63.94,0.1
1988,28.041667,63.97,0.1
1988,29.875,64.06,0.1
1988,31.756944,64.14,0.1
1988,33.638889,64.23,0.1
1988,35.416667,64.32,0.1
1988,37.194444,64.41,0.1
1988,38.972222,64.54,0.1
1988,40.75,64.62,0.1
1988,42.527778,64.74,0.1
1988,44.305556,64.87,0.1
1988,46.083333,65.01,0.1
1988,47.861111,65.13,0.1
1988,49.638889,65.25,0.1
1988,51.416667,65.39,0.1
1988,53.194444,65.54,0.1
1988,54.972222,65.66,0.1
1988,56.75,65.79,0.1
1988,58.527778,65.94,0.1
1988,60.305556,65.98,0.1
1988,62.083333,66.05,0.1
1988,63.861111,66.08,0.1
1988,65.638889,66.15,0.1
1988,67.416667,66.24,0.1
1988,69.194444,66.31,0.1
1988,70.972222,66.4,0.1
1988,72.75,66.51,0.1
1988,74.527778,66.65,0.1
1988,76.305556,66.76,0.1
1988,78.083333,66.91,0.1
1988,79.861111,67.04,0.1
1988,81.638889,67.21,0.1
1988,83.416667,67.35,0.1
1988,85.194444,67.56,0.1
1988,86.986111,67.76,0.1
1988,88.909722,67.95,0.1
1988,90.763889,68.15,0.1
1988,92.694444,68.36,0.1
1988,94.548611,68.57,0.1
1988,96.326389,68.8,0.1
1988,98.104167,69.0,0.1
1988,99.881944,69.18,0.1
1988,101.659722,69.33,0.1
1988,103.4375,69.51,0.1
1988,105.215278,69.65,0.1
1988,106.993056,69.68,0.1
1988,108.770833,69.76,0.1
1988,110.548611,69.87,0.1
1988,112.326389,69.88,0.1
1988,114.965278,69.98,0.1
1988,118.5625,69.9,0.1
1988,120.340278,70.04,0.1
1988,122.118056,70.18,0.1
1988,123.895833,70.35,0.1
1988,125.673611,70.45,0.1
1988,127.451389,70.58,0.1
1988,129.229167,70.7,0.1
1988,131.006944,70.92,0.1
1988,132.784722,71.08,0.1
1988,134.5625,71.22,0.1
1988,136.340278,71.42,0.1
1988,138.118056,71.58,0.1
1988,139.916667,71.72,0.1
1988,142.006944,71.95,0.1
1988,143.784722,72.07,0.1
1988,145.5625,72.15,0.1
1988,147.340278,72.29,0.1
1988,149.118056,72.43,0.1
1988,150.895833,72.53,0.1
1988,152.673611,72.61,0.1
1988,154.451389,72.77,0.1
1988,156.236111,72.89,0.1
1988,158.013889,73.02,0.1
1988,159.791667,73.1,0.1
1988,161.569444,73.19,0.1
1988,163.347222,73.35,0.1
1988,165.125,73.49,0.1
1988,166.902778,73.59,0.1
1988,168.680556,73.66,0.1
1988,170.458333,73.76,0.1
1988,172.243056,73.89,0.1
1988,174.020833,73.99,0.1
1988,175.798611,74.07,0.1
1988,177.576389,74.1,0.1
1988,179.354167,74.21,0.1
1988,181.131944,74.3,0.1
1988,182.909722,74.38,0.1
1988,184.6875,74.44,0.1
1988,186.465278,74.51,0.1
1988,188.243056,74.62,0.1
1988,190.020833,74.74,0.1
1988,191.798611,74.84,0.1
1988,193.576389,74.9,0.1
1988,197.277778,75.11,0.1
1988,199.055556,75.24,0.1
1988,200.833333,75.32,0.1
1988,202.611111,75.35,0.1
1988,204.388889,75.47,0.1
1988,206.166667,75.57,0.1
1988,207.944444,75.64,0.1
1988,209.722222,75.67,0.1
1988,211.5,75.71,0.1
1988,213.277778,75.78,0.1
1988,215.055556,75.86,0.1
1988,216.833333,75.89,0.1
1988,218.611111,75.91,0.1
1988,220.388889,75.96,0.1
1988,222.166667,76.07,0.1
1988,223.944444,76.14,0.1
1988,225.722222,76.15,0.1
1988,227.5,76.21,0.1
1988,229.277778,76.34,0.1
1988,231.055556,76.49,0.1
1988,232.833333,76.6,0.1
1988,234.611111,76.62,0.1
1988,236.388889,76.74,0.1
1988,238.166667,76.89,0.1
1988,239.944444,76.98,0.1
1988,241.722222,77.03,0.1
1988,243.5,77.11,0.1
1988,245.277778,77.2,0.1
1988,247.055556,77.29,0.1
1988,248.833333,77.37,0.1
1988,250.611111,77.4,0.1
1988,252.388889,77.46,0.1
1988,254.166667,77.54,0.1
1988,255.944444,77.62,0.1
1988,257.722222,77.65,0.1
1988,259.5,77.73,0.1
1988,261.277778,77.82,0.1
1988,263.055556,77.93,0.1
1988,264.833333,77.99,0.1
1988,266.611111,78.03,0.1
1988,268.388889,78.16,0.1
1988,270.166667,78.24,0.1
1988,271.944444,78.36,0.1
1988,273.722222,78.4,0.1
1988,275.5,78.46,0.1
1988,277.277778,78.53,0.1
1988,279.055556,78.61,0.1
1988,280.833333,78.63,0.1
1988,282.611111,78.66,0.1
1988,284.388889,78.74,0.1
1988,286.166667,78.81,0.1
1988,287.944444,78.85,0.1
1988,289.722222,78.91,0.1
1988,291.5,79.0,0.1
1988,293.277778,79.09,0.1
1988,295.055556,79.18,0.1
1988,296.833333,79.26,0.1
1988,298.611111,79.29,0.1
1988,300.388889,79.38,0.1
1988,302.166667,79.46,0.1
1988,303.944444,79.56,0.1
1988,305.722222,79.65,0.1
1988,307.5,79.71,0.1
1988,309.277778,79.82,0.1
1988,311.055556,79.92,0.1
1988,312.833333,79.97,0.1
1988,314.611111,80.02,0.1
1988,316.388889,80.1,0.1
1988,318.166667,80.19,0.1
1988,319.944444,80.25,0.1
1988,321.722222,80.32,0.1
1988,323.5,80.39,0.1
1988,325.277778,80.49,0.1
1988,327.055556,80.58,0.1
1988,328.833333,80.64,0.1
1988,330.611111,80.62,0.1
1988,332.388889,80.7,0.1
1988,334.166667,80.8,0.1
1988,335.951389,80.94,0.1
1988,337.791667,81.07,0.1
1988,339.569444,81.2,0.1
1988,341.347222,81.34,0.1
1988,343.125,81.46,0.1
1988,344.902778,81.61,0.1
1988,346.680556,81.73,0.1
1988,348.458333,81.87,0.1
1988,350.236111,81.98,0.1
1988,352.013889,82.03,0.1
1988,353.791667,82.15,0.1
1988,355.569444,82.24,0.1
1988,357.347222,82.33,0.1
1988,359.125,82.44,0.1
1988,360.902778,82.68,0.1
1988,362.680556,82.77,0.1
1988,364.458333,82.87,0.1
1988,366.270833,82.99,0.1
1989,2.048611,83.11,0.1
1989,3.826389,83.21,0.1
1989,5.604167,83.34,0.1
1989,7.381944,83.49,0.1
1989,9.159722,83.59,0.1
1989,10.9375,83.72,0.1
1989,12.715278,83.8,0.1
1989,14.5,83.91,0.1
1989,16.284722,83.99,0.1
1989,18.090278,84.07,0.1
1989,19.979167,84.18,0.1
1989,22.479167,84.28,0.1
1989,24.465278,84.34,0.1
1989,26.256944,84.39,0.1
1989,28.034722,84.44,0.1
1989,29.8125,84.5,0.1
1989,31.590278,84.56,0.1
1989,33.402778,84.59,0.1
1989,35.180556,84.63,0.1
1989,36.958333,84.66,0.1
1989,38.736111,84.72,0.1
1989,40.513889,84.82,0.1
1989,42.291667,85.01,0.1
1989,44.069444,85.15,0.1
1989,45.847222,85.28,0.1
1989,47.625,85.41,0.1
1989,49.402778,85.55,0.1
1989,51.180556,85.68,0.1
1989,52.958333,85.82,0.1
1989,54.736111,85.96,0.1
1989,56.513889,86.1,0.1
1989,58.291667,86.23,0.1
1989,60.069444,86.35,0.1
1989,61.847222,86.42,0.1
1989,63.625,86.48,0.1
1989,65.402778,86.57,0.1
1989,67.180556,86.68,0.1
1989,68.958333,86.79,0.1
1989,70.736111,86.87,0.1
1989,72.513889,86.98,0.1
1989,74.291667,87.09,0.1
1989,76.069444,87.2,0.1
1989,77.847222,87.31,0.1
1989,79.625,87.43,0.1
1989,81.402778,87.59,0.1
1989,83.180556,87.74,0.1
1989,84.958333,87.82,0.1
1989,86.736111,87.93,0.1
1989,88.513889,88.08,0.1
1989,90.291667,88.24,0.1
1989,92.069444,88.38,0.1
1989,93.847222,88.5,0.1
1989,95.625,88.63,0.1
1989,97.409722,88.82,0.1
1989,99.25,89.0,0.1
1989,101.104167,89.15,0.1
1989,103.027778,89.26,0.1
1989,105.020833,89.4,0.1
1989,107.166667,89.54,0.1
1989,109.861111,89.72,0.1
1989,112.381944,89.88,0.1
1989,114.173611,90.01,0.1
1989,116.0,90.05,0.1
1989,117.777778,90.15,0.1
1989,119.555556,90.32,0.1
1989,121.333333,90.45,0.1
1989,123.131944,90.59,0.1
1989,124.909722,90.69,0.1
1989,126.6875,90.75,0.1
1989,129.493056,90.88,0.1
1989,131.291667,90.84,0.1
1989,133.069444,90.99,0.1
1989,134.847222,91.04,0.1
1989,136.625,91.08,0.1
1989,138.402778,91.21,0.1
1989,140.1875,91.35,0.1
1989,141.993056,91.45,0.1
1989,143.916667,91.5,0.1
1989,145.986111,91.62,0.1
1989,147.763889,91.68,0.1
1989,149.541667,91.73,0.1
1989,151.319444,91.85,0.1
1989,153.097222,92.01,0.1
1989,154.944444,92.07,0.1
1989,156.722222,92.04,0.1
1989,158.638889,92.15,0.1
1989,160.416667,92.24,0.1
1989,162.194444,92.34,0.1
1989,163.972222,92.43,0.1
1989,165.75,92.49,0.1
1989,167.527778,92.53,0.1
1989,169.305556,92.65,0.1
1989,171.083333,92.77,0.1
1989,172.861111,92.83,0.1
1989,174.638889,92.87,0.1
1989,176.416667,92.88,0.1
1989,178.194444,93.0,0.1
1989,179.972222,93.06,0.1
1989,181.75,93.09,0.1
1989,183.527778,93.14,0.1
1989,185.305556,93.24,0.1
1989,187.083333,93.35,0.1
1989,188.861111,93.4,0.1
1989,190.638889,93.4,0.1
1989,192.416667,93.42,0.1
1989,194.194444,93.49,0.1
1989,195.972222,93.56,0.1
1989,197.75,93.54,0.1
1989,199.527778,93.61,0.1
1989,201.305556,93.71,0.1
1989,203.361111,93.79,0.1
1989,205.138889,93.88,0.1
1989,206.916667,93.95,0.1
1989,208.694444,93.97,0.1
1989,210.472222,94.04,0.1
1989,212.25,94.13,0.1
1989,214.027778,94.24,0.1
1989,215.805556,94.28,0.1
1989,217.583333,94.32,0.1
1989,219.361111,94.41,0.1
1989,221.145833,94.51,0.1
1989,222.923611,94.54,0.1
1989,224.701389,94.59,0.1
1989,226.479167,94.66,0.1
1989,228.256944,94.74,0.1
1989,230.034722,94.78,0.1
1989,231.8125,94.82,0.1
1989,233.590278,94.88,0.1
1989,235.368056,94.97,0.1
1989,237.145833,95.05,0.1
1989,238.923611,95.1,0.1
1989,241.138889,95.18,0.1
1989,242.916667,95.21,0.1
1989,244.694444,95.29,0.1
1989,246.472222,95.38,0.1
1989,248.25,95.46,0.1
1989,250.027778,95.51,0.1
1989,251.805556,95.53,0.1
1989,253.583333,95.6,0.1
1989,255.361111,95.68,0.1
1989,257.138889,95.78,0.1
1989,258.916667,95.85,0.1
1989,260.694444,95.85,0.1
1989,262.472222,95.93,0.1
1989,264.25,96.1,0.1
1989,266.027778,96.21,0.1
1989,267.805556,96.26,0.1
1989,269.583333,96.32,0.1
1989,271.361111,96.37,0.1
1989,273.138889,96.35,0.1
1989,274.916667,96.41,0.1
1989,276.694444,96.47,0.1
1989,278.472222,96.58,0.1
1989,280.25,96.68,0.1
1989,282.027778,96.76,0.1
1989,283.805556,96.83,0.1
1989,285.583333,96.91,0.1
1989,287.361111,97.0,0.1
1989,289.138889,97.1,0.1
1989,290.916667,97.22,0.1
1989,292.694444,97.49,0.1
1989,294.472222,97.49,0.1
1989,296.25,97.56,0.1
1989,298.027778,97.67,0.1
1989,299.805556,97.68,0.1
1989,301.583333,97.76,0.1
1989,303.361111,97.97,0.1
1989,305.138889,98.15,0.1
1989,306.916667,98.25,0.1
1989,308.694444,98.38,0.1
1989,310.472222,98.49,0.1
1989,312.25,98.58,0.1
1989,314.027778,98.68,0.1
1989,315.805556,98.78,0.1
1989,317.583333,98.88,0.1
1989,319.361111,98.96,0.1
1989,321.138889,99.06,0.1
1989,322.916667,99.17,0.1
1989,324.694444,99.29,0.1
1989,326.472222,99.38,0.1
1989,328.25,99.5,0.1
1989,330.027778,99.59,0.1
1989,331.805556,99.65,0.1
1989,333.583333,99.77,0.1
1989,335.361111,99.9,0.1
1989,337.138889,100.0,0.1
1989,338.916667,100.09,0.1
1989,340.694444,100.18,0.1
1989,342.472222,100.27,0.1
1989,344.25,100.35,0.1
1989,346.027778,100.44,0.1
1989,347.805556,100.53,0.1
1989,349.583333,100.62,0.1
1989,351.361111,100.71,0.1
1989,353.138889,100.78,0.1
1989,354.916667,100.85,0.1
1989,356.694444,100.96,0.1
1989,358.472222,101.07,0.1
1989,360.25,101.2,0.1
1989,362.027778,101.29,0.1
1989,363.805556,101.39,0.1
1989,365.583333,101.52,0.1
1990,2.361111,101.62,0.1
1990,4.138889,101.71,0.1
1990,5.916667,101.8,0.1
1990,7.694444,101.9,0.1
1990,9.472222,102.01,0.1
1990,11.256944,102.1,0.1
1990,13.034722,102.13,0.1
1990,14.8125,102.22,0.1
1990,16.590278,102.32,0.1
1990,18.368056,102.42,0.1
1990,20.145833,102.46,0.1
1990,21.923611,102.49,0.1
1990,23.701389,102.54,0.1
