z,n,symbol,radius,abundance,half life (s),binding energy / A (keV),atomic mass (u),ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
89,135,Ac, , ,10008,7670.1438,224021722.249,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
89,136,Ac, , ,857088,7665.6906,225023228.601,25-OCT-2019,BALRAJ SINGH,2022-04-26
89,137,Ac, , ,105732,7655.6628,226026096.999,1-Feb-1996,Y. A. AKOVALI,2022-04-26
89,138,Ac, , ,687057392.318817,7650.7084,227027750.594,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
89,139,Ac, , ,22140,7639.1973,228031019.685,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
89,140,Ac, , ,3762,7633.2446,229032947,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
89,141,Ac, , ,122,7621.4604,230036327,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
89,142,Ac, , ,450,7615.0768,231038393,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
89,143,Ac, , ,119,7602.4245,232042034,1-Nov-2004,E. BROWNE,2022-04-26
89,144,Ac, , ,143,7595.1939,233044346,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
89,145,Ac, , ,44,7582.1297,234048139,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
89,146,Ac, , ,62,7573.5051,235050840,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
89,147,Ac, , ,72,7559.2423,236054988,12-JUN-2015,BALRAJ SINGH,2022-04-26
90,118,Th, , ,0.0017,7652.5716,208017915.348,15-MAY-2011,BALRAJ SINGH AND MICHAEL BIRCH,2022-04-26
90,119,Th, , ,0.0025,7656,209017601,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2022-04-26
90,120,Th, , ,0.016,7669.0764,210015093.515,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2022-04-26
90,121,Th, , ,0.037,7671.8506,211014896.923,28-FEB-2013,BALRAJ SINGH,2022-04-26
90,122,Th, , ,0.0317,7682.0628,212013001.57,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
90,123,Th, , ,0.146,7683.847,213013011.47,1-Jan-2022,M. S. Basunia,2022-04-26
90,124,Th, , ,0.087,7692.3173,214011481.48,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
90,125,Th, , ,1.2,7693.0266,215011724.64,23-SEP-2013,B. SINGH,2022-04-26
90,126,Th, , ,0.026,7697.6617,216011055.933,1-Mar-2007,S. -C. WU,2022-04-26
90,127,Th, , ,0.000252,7690.5945,217013103.443,1-DEC-2017,B. SINGH and  R. SHEARMAN,2022-04-26
90,128,Th, , ,0.000000122,7691.6026,218013276.248,10-Jun-2021,Balraj Singh,2022-04-26
90,129,Th, , ,0.000001025,7683.7655,219015526.432,19-May-2021,Balraj Singh et al. and ,2022-04-26
90,130,Th, , ,0.0000097,7684.4964,220015769.866,30-Nov-2014,E. BROWNE and  J. K. TULI,2022-04-26
90,131,Th, , ,0.00174,7676.064,221018185.757,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2022-04-26
90,132,Th, , ,0.00224,7676.6592,222018468.22,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
90,133,Th, , ,0.6,7668.6426,223020811.083,1-May-2001,E. BROWNE,2022-04-26
90,134,Th, , ,1.04,7667.7162,224021466.137,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
90,135,Th, , ,525,7659.2229,225023950.975,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2022-04-26
90,136,Th, , ,1834.2,7657.1195,226024903.699,1-Feb-1996,Y. A. AKOVALI,2022-04-26
90,137,Th,5.7404, ,1615420.8,7647.4591,227027702.546,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
90,138,Th,5.7488, ,60324219.69303007,7645.0807,228028739.741,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
90,139,Th,5.7557, ,248668576679.78497,7634.651,229031761.357,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
90,140,Th,5.7670,0.02,2379392218484.237,7630.9974,230033132.267,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
90,141,Th, , ,91872,7620.1188,231036302.764,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
90,142,Th,5.7848,99.98,4.41796963644288e17,7615.0338,232038053.606,1-Nov-2004,E. BROWNE,2022-04-26
90,143,Th, , ,1309.8,7602.8937,233041580.126,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
90,144,Th, , ,2082240,7596.8557,234043599.801,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
90,145,Th, , ,432,7584.3862,235047255,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
90,146,Th, , ,2238,7576.9688,236049657,12-JUN-2015,BALRAJ SINGH,2022-04-26
90,147,Th, , ,288,7563.4433,237053629,15-Mar-2006,M. S. Basunia,2022-04-26
90,148,Th, , ,564,7555,238056388,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
91,120,Pa, , ,0.0000003,7629.3948,211023674.036,28-FEB-2013,BALRAJ SINGH,2022-04-26
91,121,Pa, , ,0.0051,7633.6289,212023184.819,1-Aug-2020,K. Auranen and E.A. McCutchan,2022-04-26
91,122,Pa, , ,0.0053,7644.8027,213021099.644,1-Jan-2022,M. S. Basunia,2022-04-26
91,123,Pa, , ,0.017,7647.7037,214020891.055,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
91,124,Pa, , ,0.014,7657.3733,215019113.955,23-SEP-2013,B. SINGH,2022-04-26
91,125,Pa, , ,0.15,7659.2006,216019134.633,1-Mar-2007,S. -C. WU,2022-04-26
91,126,Pa, , ,0.0038,7664.6438,217018309.024,1-DEC-2017,BALRAJ SINGH,2022-04-26
91,127,Pa, , ,0.000109,7659.1935,218020021.133,10-Jun-2021,Balraj Singh,2022-04-26
91,128,Pa, , ,0.000000054,7661.3783,219019949.909,19-May-2021,Balraj Singh et al. and ,2022-04-26
91,129,Pa, , ,0.00000078,7655.5364,220021769.753,31-Oct-2010,E. BROWNE and  J. K. TULI,2022-04-26
91,130,Pa, , ,0.0000059,7656.9809,221021873.393,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2022-04-26
91,131,Pa, , ,0.0029,7651.2373,222023687.064,31-Mar-2011,Sukhjeet Singh and  A. K. Jain and  Jagdish K. Tuli,2022-04-26
91,132,Pa, , ,0.0051,7651.8957,223023980.414,1-May-2001,E. BROWNE,2022-04-26
91,133,Pa, , ,0.846,7646.9612,224025617.286,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
91,134,Pa, , ,1.7,7646.6504,225026147.927,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2022-04-26
91,135,Pa, , ,108,7641.1093,226027948.217,1-Feb-1996,Y. A. AKOVALI,2022-04-26
91,136,Pa, , ,2298,7639.4945,227028803.586,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
91,137,Pa, , ,79200,7632.2076,228031050.758,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
91,138,Pa, , ,129600,7629.8752,229032095.585,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
91,139,Pa, , ,1503360,7621.8958,230034539.717,17-FEB-2014,BALRAJ SINGH,2022-04-26
91,140,Pa, ,100,1033804894927.6339,7618.4267,231035882.5,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
91,141,Pa, , ,114048,7609.5072,232038590.205,1-Nov-2004,E. BROWNE,2022-04-26
91,142,Pa, , ,2330640,7604.8675,233040246.535,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
91,143,Pa, , ,24120,7594.6837,234043305.555,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
91,144,Pa, , ,1464,7588.4139,235045399,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
91,145,Pa, , ,546,7577.5573,236048668,1-Oct-2005,E. BROWNE and  J. K. TULI,2022-04-26
91,146,Pa, , ,522,7570.3847,237051023,15-Mar-2006,M. S. Basunia,2022-04-26
91,147,Pa, , ,136.8,7558.3449,238054637,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
91,148,Pa, , ,6480,7550,239057260,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
92,122,U, , ,0.00052, , ,1-May-2021,Shaofei Zhu and E. A. McCutchan,2022-04-26
92,123,U, , ,0.0007,7620.7821,215026719.774,15-Sep-2015,M. Trudel and L.A.Bernstein,2022-04-26
92,124,U, , ,0.0045,7631.3072,216024762.829,20-DEC-2015,BALRAJ SINGH,2022-04-26
92,125,U, , ,0.016,7634,217024660,1-DEC-2017,BALRAJ SINGH,2022-04-26
92,126,U, , ,0.00065,7640.7191,218023504.877,10-Jun-2021,Balraj Singh,2022-04-26
92,127,U, , ,0.00006,7636.2867,219025009.233,19-May-2021,Balraj Singh et al. and ,2022-04-26
92,129,U, , ,0.00000066,7634.6849,221026323.297,18-DEC-2015,BALRAJ SINGH,2022-04-26
92,130,U, , ,0.0000047,7637.7651,222026057.957,18-DEC-2015,BALRAJ SINGH,2022-04-26
92,131,U, , ,0.000018,7631.7611,223027960.754,1-May-2001,E. BROWNE,2022-04-26
92,132,U, , ,0.00084,7635.0742,224027635.913,15-Oct-2015,SUKHJEET SINGH and  BALRAJ SINGH,2022-04-26
92,133,U, , ,0.069,7629.7717,225029385.05,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2022-04-26
92,134,U, , ,0.268,7631.9166,226029338.669,31-MAR-2014,B. SINGH and S. SINGH,2022-04-26
92,135,U, , ,66,7626.2918,227031181.124,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
92,136,U, , ,546,7627.4763,228031368.959,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
92,137,U, , ,3480,7620.7218,229033505.976,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
92,138,U, , ,1747872,7620.9227,230033940.114,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
92,139,U, , ,362880,7613.3879,231036292.18,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
92,140,U, , ,2174272199.649389,7611.8984,232037154.765,1-Nov-2004,E. BROWNE,2022-04-26
92,141,U,5.8203, ,5023547045895.301,7603.9574,233039634.294,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
92,142,U,5.8291,0.0054,7747225326762.336,7600.716,234040950.296,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
92,143,U,5.8337,0.7204,2.221607588611277e16,7590.9151,235043928.117,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
92,144,U,5.8431, ,739063206324944.6,7586.4854,236045566.13,1-Oct-2005,E. BROWNE and  J. K. TULI,2022-04-26
92,145,U, , ,583372.8,7576.1026,237048728.309,15-Mar-2006,M. S. Basunia,2022-04-26
92,146,U,5.8571,99.2742,1.4099634525447706e17,7570.1262,238050786.936,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
92,147,U, , ,1407,7558.5624,239054291.989,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
92,148,U, , ,50760,7551.7705,240056592.411,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2022-04-26
92,149,U, , , ,7539,241060330,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,150,U, , ,1008,7532,242062931,10-JUL-2015,B. SINGH and A.A. SONZOGNI,2022-04-26
92,151,U, , , ,7518,243067075,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,152,U, , , , , ,31-Aug-2017,C.D. Nesaraja,2022-04-26
92,153,U, , , , , ,22-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,154,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,155,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,156,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,157,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,158,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,159,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,160,U, , , , , ,1-Jan-2021,A.M. MATTERA and  S. ZHU and  A.B. HAYES and  E.A. MCCUTCHAN,2022-04-26
92,161,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
92,162,U, , , , , ,31-Jan-2019,BALRAJ SINGH,2022-04-26
92,163,U, , , , , ,23-Jun-2015,A.A. Sonzogni and B. Singh,2022-04-26
93,126,Np, , ,0.00015,7604.6732,219031601.865,19-May-2021,Balraj Singh et al. and ,2022-04-26
93,127,Np, , ,0.000025,7602.0758,220032716.28,07-JUN-2019,BALRAJ SINGH,2022-04-26
93,130,Np, , ,0.0000022,7607.5654,223032913.34,07-JUN-2019,BALRAJ SINGH,2022-04-26
93,131,Np, , ,0.000038,7603.5032,224034388.03,07-JUN-2019,BALRAJ SINGH,2022-04-26
93,132,Np, , ,0.0036,7607.4231,225033943.422,20-DEC-2015,BALRAJ SINGH,2022-04-26
93,133,Np, , ,0.035,7604.1714,226035230.364,1-Feb-1996,Y. A. AKOVALI,2022-04-26
93,134,Np, , ,0.51,7607.2771,227034975.012,15-Jan-2016,ICTP-2014 Workshop Group,2022-04-26
93,135,Np, , ,61.4,7604,228036313,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
93,136,Np, , ,240,7605.9921,229036287.269,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
93,137,Np, , ,276,7601.7751,230037828.06,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
93,138,Np, , ,2928,7602.1321,231038243.598,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
93,139,Np, , ,882,7597,232040107,1-Nov-2004,E. BROWNE,2022-04-26
93,140,Np, , ,2172,7596.1816,233040739.421,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
93,141,Np, , ,380160,7589.6382,234042893.245,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
93,142,Np, , ,34223040,7587.0571,235044061.518,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
93,143,Np, , ,4828209674112.576,7579.2148,236046568.296,1-Oct-2005,E. BROWNE and  J. K. TULI,2022-04-26
93,144,Np, , ,67658049289525.25,7574.9895,237048171.64,15-Mar-2006,M.S. Basunia,2022-04-26
93,145,Np, , ,181353.6,7566.222,238050944.603,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
93,146,Np, , ,203558.4,7560.568,239052937.538,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
93,147,Np, , ,3714,7550.1743,240056163.778,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2022-04-26
93,148,Np, , ,834,7544.0426,241058309.671,30-Sep-2015,C.D. NESARAJA,2022-04-26
93,149,Np, , ,132,7533.4042,242061639.548,1-Sep-2001,Y.A. AKOVALI,2022-04-26
93,150,Np, , ,111,7526,243064204,30-Sep-2013,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
93,151,Np, , ,137.4,7514,244067891,31-Aug-2017,C.D. Nesaraja,2022-04-26
93,159,Np, , , , , ,1-Jan-2021,A.M. MATTERA and  S. ZHU and  A.B. HAYES and  E.A. MCCUTCHAN,2022-04-26
94,134,Pu, , ,1.1,7590.4039,228038763.325,31-Dec-2012,KHALIFEH ABUSALEEM,2022-04-26
94,135,Pu, , ,90,7586.8834,229040145.099,1-Jun-2008,E. BROWNE and  J. K. TULI,2022-04-26
94,136,Pu, , ,102,7591.0016,230039648.313,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
94,137,Pu, , ,516,7587.1224,231041125.946,24-May-2013,E. BROWNE and  J. K. TULI,2022-04-26
94,138,Pu, , ,2028,7588.9839,232041182.133,1-Nov-2004,E. BROWNE,2022-04-26
94,139,Pu, , ,1254,7583.7968,233042997.411,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
94,140,Pu, , ,31680,7584.6061,234043317.489,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
94,141,Pu, , ,1518,7578.8799,235045284.609,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
94,142,Pu, , ,90189694.43538393,7577.9192,236046056.661,1-Oct-2005,E. BROWNE and  J. K. TULI,2022-04-26
94,143,Pu, , ,3943296,7570.7599,237048407.888,15-Mar-2006,M. S. Basunia,2022-04-26
94,144,Pu,5.8535, ,2767542407.9717183,7568.3611,238049558.175,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
94,145,Pu,5.8601, ,760837485247.4131,7560.3187,239052161.596,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
94,146,Pu,5.8701, ,207044991319.29813,7556.0433,240053811.74,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2022-04-26
94,147,Pu,5.8748, ,452179192.2899288,7546.4395,241056849.651,30-Sep-2015,C.D. NESARAJA,2022-04-26
94,148,Pu,5.8823, ,11833847240472,7541.3284,242058740.979,1-Sep-2001,Y.A. AKOVALI,2022-04-26
94,149,Pu, , ,17841.6,7531.0087,243062002.068,30-Sep-2013,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
94,150,Pu,5.8948, ,2565578081734329.5,7524.8154,244064204.401,31-Aug-2017,C.D. Nesaraja,2022-04-26
94,151,Pu, , ,37800,7513.2822,245067824.554,1-Jun-2010,E. BROWNE and  J. K. TULI,2022-04-26
94,152,Pu, , ,936576,7506.5401,246070204.172,1-Jan-2011,E. BROWNE and  J. K. TULI,2022-04-26
94,153,Pu, , ,196128,7493,247074300,31-Mar-2014,C. D. NESARAJA,2022-04-26
94,158,Pu, , , , , ,1-Jan-2021,A.M. MATTERA and  S. ZHU and  A.B. HAYES and  E.A. MCCUTCHAN,2022-04-26
95,128,Am, , ,0.005,7547,223045840,20-DEC-2015,BALRAJ SINGH,2022-04-26
95,134,Am, , ,0.9,7562.5697,229045282.534,20-DEC-2015,BALRAJ SINGH,2022-04-26
95,135,Am, , ,31,7562,230046025,1-May-2012,E. BROWNE and  J. K. TULI,2022-04-26
95,137,Am, , ,79,7564,232046613,1-Nov-2004,E. BROWNE,2022-04-26
95,138,Am, , ,192,7567,233046468,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
95,139,Am, , ,139.2,7564,234047731,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
95,140,Am, , ,618,7565.1582,235047906.478,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
95,141,Am, , ,216,7561,236049427,1-Oct-2005,E. BROWNE and  J. K. TULI,2022-04-26
95,142,Am, , ,4416,7561,237049995,15-Mar-2006,M. S. Basunia,2022-04-26
95,143,Am, , ,5880,7555.5853,238051982.531,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
95,144,Am, , ,42840,7553.6891,239053022.729,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
95,145,Am, , ,182880,7547.0136,240055298.374,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2022-04-26
95,146,Am,5.8928, ,13651526176.6085,7543.2795,241056827.343,30-Sep-2015,C.D. NESARAJA,2022-04-26
95,147,Am, , ,57672,7534.9917,242059547.358,1-Sep-2001,Y.A. AKOVALI,2022-04-26
95,148,Am,5.9048, ,232385202876.89548,7530.1742,243061379.889,30-Sep-2013,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
95,149,Am, , ,36360,7521.3095,244064282.892,31-Aug-2017,C.D. Nesaraja,2022-04-26
95,150,Am, , ,7380,7515.3043,245066452.827,1-Jun-2010,E. BROWNE and  J. K. TULI,2022-04-26
95,151,Am, , ,2340,7505,246069774,1-Jan-2011,E. BROWNE and  J. K. TULI,2022-04-26
95,152,Am, , ,1380,7499,247072092,31-Mar-2014,C. D. NESARAJA,2022-04-26
95,153,Am, , , ,7487,248075752,1-Sep-2014,M. J. MARTIN,2022-04-26
95,157,Am, , , , , ,1-Jan-2021,A.M. MATTERA and  S. ZHU and  A.B. HAYES and  E.A. MCCUTCHAN,2022-04-26
96,137,Cm, , ,23,7546.002,233050771.485,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
96,138,Cm, , ,51,7550.6868,234050158.568,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
96,139,Cm, , , ,7547,235051545,1-Feb-2014,E. BROWNE and  J. K. TULI,2022-04-26
96,140,Cm, , , ,7550.309,236051372.112,1-Oct-2005,E. BROWNE and  J. K. TULI,2022-04-26
96,141,Cm, , , ,7546.6241,237052868.988,15-Mar-2006,M. S. Basunia,2022-04-26
96,142,Cm, , ,7920,7547.9966,238053081.606,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
96,143,Cm, , ,9720,7543.0659,239054908.519,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
96,144,Cm, , ,2332800,7542.8617,240055528.233,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2022-04-26
96,145,Cm, , ,2833920,7536.8488,241057651.218,30-Sep-2015,C.D. NESARAJA,2022-04-26
96,146,Cm,5.8285, ,14065920,7534.504,242058834.187,1-Sep-2001,Y.A. AKOVALI,2022-04-26
96,147,Cm, , ,918306545.8606272,7526.9261,243061387.329,30-Sep-2013,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
96,148,Cm,5.8429, ,571495929.3998611,7523.9527,244062750.622,31-Aug-2017,C.D. Nesaraja,2022-04-26
96,149,Cm,5.8475, ,265803987483.9884,7515.7677,245065491.047,1-Jun-2010,E. BROWNE and  J. K. TULI,2022-04-26
96,150,Cm,5.8562, ,148506893636.42996,7511.4716,246067222.016,1-Jan-2011,E. BROWNE and  J. K. TULI,2022-04-26
96,151,Cm, , ,492288045203635.2,7501.9318,247070352.678,31-Mar-2014,C. D. NESARAJA,2022-04-26
96,152,Cm,5.8687, ,10981810239158.016,7496.7291,248072349.086,1-Sep-2014,M. J. MARTIN,2022-04-26
96,153,Cm, , ,3849,7485.551,249075953.992,31-Dec-2010,KHALIFEH ABUSALEEM,2022-04-26
96,154,Cm, , ,261922485589.1136,7478.9385,250078357.541,1-Aug-2001,Y. Akovali,2022-04-26
96,155,Cm, , ,1008,7466.7233,251082284.988,1-Jan-2012,E. BROWNE and  J. K. TULI,2022-04-26
96,156,Cm, , ,172800,7460,252084870,1-Jan-2021,A.M. MATTERA and  S. ZHU and  A.B. HAYES and  E.A. MCCUTCHAN,2022-04-26
97,136,Bk, , ,21,7519,233056652,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2022-04-26
97,137,Bk, , ,140,7519,234057322,1-Jun-2006,E. BROWNE and  J. K. TULI,2022-04-26
97,139,Bk, , ,22,7523,236057479,22-DEC-2016,F.G. KONDEV,2022-04-26
97,141,Bk, , ,144,7525,238058204,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
97,142,Bk, , , ,7527,239058239,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
97,143,Bk, , ,288,7523,240059758,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2022-04-26
97,144,Bk, , ,276,7524,241060098,30-Sep-2015,C.D. NESARAJA,2022-04-26
97,145,Bk, , ,420,7519,242061999,1-Sep-2001,Y.A. AKOVALI,2022-04-26
97,146,Bk, , ,16560,7517.5021,243063005.905,30-Sep-2013,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
97,147,Bk, , ,18072,7511.4759,244065178.969,31-Aug-2017,C.D. Nesaraja,2022-04-26
97,148,Bk, , ,427680,7509.2714,245066359.814,1-Jun-2010,E. BROWNE and  J. K. TULI,2022-04-26
97,149,Bk, , ,155520,7502.8035,246068671.3,1-Jan-2011,E. BROWNE and  J. K. TULI,2022-04-26
97,150,Bk, , ,43548557844.93696,7498.9408,247070305.889,31-Mar-2014,C. D. NESARAJA,2022-04-26
97,151,Bk, , ,284012333.771328,7490.5975,248073141.689,1-Sep-2014,M. J. MARTIN,2022-04-26
97,152,Bk, , ,28512000,7486.041,249074983.118,31-Dec-2010,KHALIFEH ABUSALEEM,2022-04-26
97,153,Bk, , ,11563.2,7475.9594,250078317.195,1-Aug-2001,Y. Akovali,2022-04-26
97,154,Bk, , ,3336,7469.2637,251080760.555,1-Jan-2012,E. BROWNE and  J. K. TULI,2022-04-26
97,155,Bk, , , ,7459,252084310,1-Jan-2021,A.M. MATTERA and  S. ZHU and  A.B. HAYES and  E.A. MCCUTCHAN,2022-04-26
97,156,Bk, , ,600,7451,253086880,1-Mar-2012,E. BROWNE and  J. K. TULI,2022-04-26
98,139,Cf, , ,2.1,7503.3507,237062199.272,15-Mar-2006,M. S. Basunia,2022-04-26
98,140,Cf, , ,0.0211,7509,238061490,1-Jun-2014,E. BROWNE and  J. K. TULI,2022-04-26
98,141,Cf, , ,39,7507,239062482,30-Jun-2013,E. BROWNE and  J. K. TULI,2022-04-26
98,142,Cf, , ,57.6,7510.24,240062253.447,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2022-04-26
98,143,Cf, , ,226.8,7507,241063690,30-Sep-2015,C.D. NESARAJA,2022-04-26
98,144,Cf, , ,222,7509.0991,242063754.544,1-Sep-2001,Y.A. AKOVALI,2022-04-26
98,145,Cf, , ,642,7505,243065475,30-Sep-2013,C.D. Nesaraja and  E.A. McCutchan,2022-04-26
98,146,Cf, , ,1164,7505.1373,244065999.447,31-Aug-2017,C.D. Nesaraja,2022-04-26
98,147,Cf, , ,2700,7499.6644,245068046.755,1-Jun-2010,E. BROWNE and  J. K. TULI,2022-04-26
98,148,Cf, , ,128520,7499.122,246068803.685,1-Jan-2011,E. BROWNE and  J. K. TULI,2022-04-26
98,149,Cf, , ,11196,7493.2638,247070971.348,31-Mar-2014,C. D. NESARAJA,2022-04-26
98,150,Cf, , ,28814400,7491.044,248072182.905,1-Sep-2014,M. J. MARTIN,2022-04-26
98,151,Cf, , ,11076481017.081793,7483.3954,249074850.428,31-Dec-2010,KHALIFEH ABUSALEEM,2022-04-26
98,152,Cf, , ,412764591.7476634,7479.9567,250076404.494,1-Aug-2001,Y. Akovali,2022-04-26
98,153,Cf, , ,28338119525.183617,7470.5014,251079587.171,1-Jan-2012,E. BROWNE and  J. K. TULI,2022-04-26
98,154,Cf, , ,83531183.05474502,7465.3474,252081626.507,1-Jan-2021,A.M. MATTERA and  S. ZHU and  A.B. HAYES and  E.A. MCCUTCHAN,2022-04-26
98,155,Cf, , ,1538784,7454.8297,253085133.723,1-Mar-2012,E. BROWNE and  J. K. TULI,2022-04-26
98,156,Cf, , ,5227200,7449.2259,254087323.575,31-Jan-2019,BALRAJ SINGH,2022-04-26
98,157,Cf, , ,5100,7438,255091046,1-Nov-2011,E. BROWNE and  J. K. TULI,2022-04-26
98,158,Cf, , ,738,7432,256093442,22-Mar-2017,BALRAJ SINGH,2022-04-26
99,141,Es, , ,6,7481,240068949,22-DEC-2016,F.G. KONDEV,2022-04-26
99,142,Es, , ,8,7485,241068592,30-Sep-2015,C.D. NESARAJA,2022-04-26
99,143,Es, , ,13.5,7483,242069567,1-Sep-2001,Y.A. AKOVALI,2022-04-26
